Etat,Milieage,Carburant,CarVendeur,Portes,seats,CarNameV2,Modele,Price,etatCategory,Month,Year,Puissance,TransmissionV2,Cylindrée,Vitesses,Cylindres,HorsePower,ClasseEmission,Typedecarburant,Consommationdecarburant,ÉmissionsdeCO2
Prix correct,5162,Essence,Professionnel,5.0,5.0,CUPRA,Ateca,3597015,1,10.0,2023.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,,155.0
Pas d'information,13170,Essence,Professionnel,5.0,5.0,CUPRA,Leon,273905,0,4.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1300.0,150.0,,Essence,,135.0
Très bon prix,5,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3472515,3,2.0,2025.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6,Essence,,132.0
Bon prix,15,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3695015,2,3.0,2025.0,110.0,Boîte automatique,1499.0,1.0,,150.0,Euro 6d,Essence,,131.0
Bon prix,30000,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Leon,2899015,2,9.0,2023.0,152.0,Boîte automatique,1395.0,1.0,,207.0,Euro 6d,Électrique,1.7,27.0
Pas d'information,7000,Electrique,Professionnel,5.0,5.0,CUPRA,Tavascan,4889015,0,10.0,2024.0,250.0,Boîte automatique,1.0,2.0,1300.0,340.0,,,,0.0
Bon prix,13299,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2749015,2,11.0,2022.0,110.0,Boîte automatique,1395.0,1.0,1680.0,150.0,Euro 6d,Essence,,27.0
Bon prix,30150,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2590015,2,7.0,2022.0,110.0,Boîte automatique,1498.0,1.0,1458.0,150.0,Euro 6d,,5.5,126.0
Pas d'information,4569,Electrique,Professionnel,4.0,5.0,CUPRA,Tavascan,4899015,0,10.0,2024.0,210.0,,,2.0,,286.0,Euro 5,,,0.0
Pas d'information,57988,Essence,Professionnel,5.0,5.0,CUPRA,Leon,239905,0,3.0,2015.0,206.0,Boîte automatique,1984.0,2.0,,280.0,Euro 6b,Essence,,154.0
Bon prix,15,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3199015,2,11.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1447.0,150.0,Euro 6d,Essence,,127.0
Prix correct,22000,Essence,Particuliers,5.0,5.0,CUPRA,Ateca,329301,1,1.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1617.0,150.0,Euro 6d,Essence,7.8,177.0
Très bon prix,39500,Electrique,Particuliers,5.0,5.0,CUPRA,Born,25900,3,8.0,2022.0,170.0,Boîte automatique,,1.0,1843.0,231.0,,Électrique,,0.0
Prix correct,35000,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,267905,1,5.0,2022.0,110.0,Boîte automatique,1498.0,1.0,1458.0,150.0,Euro 6d,Essence,,
Pas d'information,57660,Essence,Particuliers,5.0,5.0,CUPRA,Leon,36500,0,2.0,2022.0,221.0,Boîte automatique,1984.0,2.0,1504.0,300.0,,Essence,,
Prix correct,44431,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2529015,1,10.0,2021.0,110.0,Boîte automatique,1498.0,1.0,1458.0,150.0,,Essence,,
Bon prix,750,Essence,Professionnel,5.0,5.0,CUPRA,Leon,2839015,2,12.0,2023.0,110.0,Boîte automatique,1498.0,1.0,1364.0,150.0,Euro 6d,Essence,5.0,113.0
Pas d'information,10,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3799015,0,,,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,,5.5,126.0
Bon prix,28474,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2599515,2,7.0,2022.0,111.0,Boîte automatique,1498.0,1.0,,151.0,Euro 6d,Essence,,126.0
Bon prix,26700,Electrique,Particuliers,5.0,5.0,CUPRA,Born,24000,2,1.0,2022.0,150.0,Boîte automatique,,1.0,1828.0,204.0,,Électrique,,0.0
Pas d'information,59463,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,285995,0,7.0,2021.0,180.0,Boîte automatique,1395.0,1.0,,245.0,Euro 6,Électrique,1.9,33.0
Prix correct,37510,Essence,Particuliers,5.0,5.0,CUPRA,Formentor,27950,1,4.0,2022.0,110.0,Boîte automatique,1498.0,1.0,1458.0,150.0,Euro 6d,Essence,5.5,126.0
Pas d'information,0,Essence,Professionnel,5.0,5.0,CUPRA,Terramar,4089015,0,,,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6,Essence,,401.0
Bon prix,5,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Leon,3599015,2,1.0,2025.0,110.0,Boîte automatique,1395.0,1.0,,150.0,Euro 6d,Électrique,,27.0
Prix correct,11495,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2975015,1,10.0,2023.0,110.0,Boîte automatique,1498.0,1.0,1458.0,150.0,Euro 6d,,5.5,126.0
Pas d'information,15452,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,259505,0,4.0,2024.0,110.0,Boîte manuelle,1498.0,1.0,1300.0,150.0,,Essence,,148.0
Pas d'information,0,Essence,Professionnel,5.0,5.0,CUPRA,Terramar,4079015,0,,,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6,Essence,,140.0
Bon prix,29153,Essence,Professionnel,,5.0,CUPRA,Leon,3099015,2,2.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,,Essence,,137.0
Pas d'information,250,Essence,Professionnel,5.0,5.0,CUPRA,Terramar,4858615,0,1.0,2025.0,195.0,Boîte automatique,1984.0,1.0,1300.0,265.0,,Essence,,195.0
Pas d'information,107000,Essence,Particuliers,,,CUPRA,Leon,25000,0,11.0,2017.0,227.0,,,2.0,,309.0,,Essence,,
Pas d'information,26787,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3149015,0,11.0,2023.0,110.0,Boîte automatique,1498.0,1.0,1300.0,150.0,Euro 6,Essence,,
Prix correct,31,Electrique,Professionnel,5.0,5.0,CUPRA,Born,3395015,1,4.0,2023.0,170.0,,,1.0,,231.0,Euro 5,,,0.0
Prix correct,58191,Electrique/Essence,Particuliers,5.0,5.0,CUPRA,Formentor,28000,1,4.0,2021.0,180.0,Boîte automatique,1395.0,1.0,1701.0,245.0,Euro 6d,Électrique,4.9,34.0
Pas d'information,24272,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3095015,0,9.0,2021.0,180.0,Boîte automatique,1395.0,1.0,1090.0,245.0,,Électrique,,
Prix correct,31030,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2950015,1,2.0,2023.0,110.0,Boîte automatique,1498.0,1.0,1458.0,150.0,Euro 6d,Essence,5.5,126.0
Prix correct,50,Essence,Professionnel,5.0,2.0,CUPRA,Leon,3327515,1,12.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6,Essence,,124.0
Prix correct,18111,Essence,Professionnel,5.0,5.0,CUPRA,Leon,2995015,1,4.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1416.0,150.0,Euro 6d,Essence,5.0,115.0
Pas d'information,23200,Electrique,Professionnel,5.0,5.0,CUPRA,Born,2348015,0,5.0,2023.0,150.0,Boîte automatique,2184.0,1.0,1395.0,204.0,Euro 6,,,0.0
Très bon prix,5,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3199015,3,,,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6,Essence,,137.0
Pas d'information,19687,Essence,Professionnel,5.0,5.0,CUPRA,Leon,272905,0,4.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,,Essence,,135.0
Bon prix,31220,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2699015,2,11.0,2022.0,110.0,Boîte automatique,1395.0,1.0,,150.0,Euro 6d,Électrique,1.5,34.0
Très bon prix,44990,Essence,Professionnel,5.0,5.0,CUPRA,Leon,2649015,3,3.0,2023.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,5.0,115.0
Pas d'information,29385,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Leon,2699015,0,8.0,2022.0,180.0,Boîte automatique,1395.0,1.0,1090.0,245.0,,Électrique,,
Pas d'information,19687,Essence,Professionnel,5.0,5.0,CUPRA,Leon,272905,0,4.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1300.0,150.0,,Essence,,135.0
Prix correct,30412,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2770015,1,3.0,2023.0,110.0,Boîte automatique,1498.0,1.0,1458.0,150.0,Euro 6d,Essence,5.5,126.0
Pas d'information,24848,Essence,Professionnel,5.0,5.0,CUPRA,Leon,259505,0,7.0,2023.0,110.0,Boîte manuelle,1498.0,1.0,1254.0,150.0,,Essence,,
Pas d'information,19687,Essence,Professionnel,5.0,5.0,CUPRA,Leon,272905,0,4.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1300.0,150.0,,Essence,,135.0
Pas d'information,150000,Essence,Particuliers,,,CUPRA,Ateca,24900,0,9.0,2017.0,221.0,,,2.0,,300.0,,Essence,,
Prix correct,24406,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,379955,1,7.0,2023.0,180.0,Boîte automatique,1395.0,1.0,1701.0,245.0,Euro 6d,Essence,,33.0
Pas d'information,35000,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3449015,0,8.0,2021.0,180.0,Boîte automatique,1395.0,1.0,,245.0,Euro 6d,Électrique,,33.0
Prix correct,5,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3599015,1,8.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,,133.0
Pas d'information,19000,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,497705,0,8.0,2023.0,287.0,Boîte automatique,2499.0,2.0,1449.0,390.0,,Essence,,
Prix correct,37500,Electrique/Essence,Particuliers,5.0,5.0,CUPRA,Formentor,30000,1,2.0,2022.0,150.0,Boîte automatique,1460.0,1.0,1704.0,204.0,Euro 6d,Électrique,1.5,20.0
Pas d'information,5000,Electrique,Professionnel,,,CUPRA,Tavascan,4859615,0,10.0,2024.0,,Boîte automatique,1984.0,1.0,1090.0,,Euro 6,,,0.0
Bon prix,5,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Leon,3699015,2,1.0,2025.0,110.0,Boîte automatique,1395.0,1.0,,150.0,Euro 6d,Électrique,,27.0
Bon prix,37602,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2699015,2,10.0,2021.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,5.5,154.0
Bon prix,30000,Essence,Particuliers,5.0,5.0,CUPRA,Formentor,29500,2,1.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1458.0,150.0,,Essence,,
Prix correct,18656,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2749515,1,3.0,2024.0,110.0,,,1.0,,150.0,,Essence,,0.0
Prix correct,10,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3199015,1,11.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1447.0,150.0,Euro 6d,Essence,,115.0
Pas d'information,13170,Essence,Professionnel,5.0,5.0,CUPRA,Leon,273905,0,4.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,,Essence,,135.0
Pas d'information,29500,Essence,Particuliers,5.0,5.0,CUPRA,Formentor,42900,0,7.0,2023.0,228.0,Boîte automatique,1984.0,2.0,1626.0,310.0,,Essence,,
Pas d'information,10,Essence,Professionnel,5.0,5.0,CUPRA,Terramar,4099015,0,,,110.0,Boîte automatique,1498.0,1.0,1563.0,150.0,Euro 6,Essence,,152.0
Prix correct,39180,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2797015,1,4.0,2023.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,5.5,155.0
Pas d'information,10,Essence,Professionnel,,,CUPRA,Terramar,6083715,0,,,195.0,Boîte automatique,1984.0,1.0,1090.0,265.0,,Essence,,
Prix correct,23402,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2749015,1,6.0,2023.0,110.0,Boîte automatique,1498.0,1.0,1458.0,150.0,Euro 6d,Essence,5.5,126.0
Prix correct,20500,Essence,Particuliers,5.0,5.0,CUPRA,Leon,27500,1,4.0,2023.0,110.0,Boîte manuelle,1498.0,1.0,1364.0,150.0,,Essence,5.5,123.0
Prix correct,16177,Electrique,Professionnel,5.0,5.0,CUPRA,Born,2995015,1,2.0,2022.0,150.0,,,1.0,,204.0,Euro 6d,,,0.0
Pas d'information,35,Essence,Professionnel,5.0,5.0,CUPRA,Ateca,4349015,0,11.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6,Essence,,141.0
Prix correct,37000,Essence,Particuliers,5.0,5.0,CUPRA,Formentor,27000,1,9.0,2022.0,110.0,Boîte automatique,1498.0,1.0,1458.0,150.0,,Essence,,
Pas d'information,7500,Electrique,Professionnel,4.0,5.0,CUPRA,Tavascan,5099015,0,10.0,2024.0,210.0,,,2.0,,286.0,Euro 5,,,0.0
Bon prix,15000,Essence,Particuliers,5.0,5.0,CUPRA,Ateca,34500,2,3.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1418.0,150.0,Euro 6d,Essence,,149.0
Prix correct,40000,Electrique,Professionnel,5.0,5.0,CUPRA,Born,2590015,1,8.0,2022.0,150.0,Boîte automatique,,1.0,1736.0,204.0,,Électrique,,0.0
Pas d'information,43000,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3399015,0,7.0,2021.0,180.0,Boîte automatique,1395.0,1.0,,245.0,Euro 6d,Électrique,,43.0
Bon prix,47901,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2529015,2,10.0,2021.0,110.0,Boîte automatique,1498.0,1.0,1458.0,150.0,,Essence,,
Pas d'information,5000,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Terramar,5367415,0,11.0,2024.0,130.0,Boîte automatique,1498.0,1.0,1395.0,177.0,Euro 6d,Électrique,,1.0
Pas d'information,1500,Electrique,Professionnel,5.0,5.0,CUPRA,Born,3504815,0,10.0,2024.0,170.0,Boîte automatique,1.0,1.0,1090.0,231.0,,,,0.0
Pas d'information,3500,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Terramar,5150215,0,11.0,2024.0,200.0,Boîte automatique,1498.0,2.0,1300.0,272.0,,Électrique,,
Pas d'information,39000,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3399015,0,10.0,2021.0,180.0,Boîte automatique,1395.0,1.0,,245.0,Euro 6d,Électrique,,33.0
Pas d'information,9176,Essence,Professionnel,5.0,5.0,CUPRA,Ateca,3349015,0,11.0,2023.0,110.0,Boîte automatique,1498.0,1.0,1090.0,150.0,Euro 6,Essence,,
Pas d'information,12020,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Leon,3849015,0,6.0,2024.0,180.0,Boîte automatique,1395.0,1.0,1395.0,245.0,Euro 6,Électrique,,
Prix correct,21395,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2949515,1,4.0,2024.0,110.0,,,1.0,,150.0,,Essence,,0.0
Pas d'information,5000,Electrique,Professionnel,,,CUPRA,Born,4652815,0,11.0,2024.0,240.0,Boîte automatique,1984.0,2.0,1449.0,326.0,,,,0.0
Prix correct,10,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3199015,1,11.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1447.0,150.0,Euro 6d,Essence,,115.0
Prix correct,21000,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3199015,1,11.0,2023.0,110.0,Boîte automatique,1395.0,1.0,1680.0,150.0,Euro 6d,Essence,1.5,34.0
Bon prix,38000,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Leon,2689015,2,4.0,2022.0,110.0,Boîte automatique,1395.0,1.0,,150.0,Euro 6d,Électrique,1.7,29.0
Bon prix,8289,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,299905,2,6.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6,Essence,,
Pas d'information,201,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3599015,0,9.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6,Essence,,139.0
Prix correct,53533,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,259995,1,10.0,2022.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,5.5,152.0
Pas d'information,7356,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2989015,0,9.0,2023.0,110.0,Boîte automatique,1498.0,1.0,1254.0,150.0,,Essence,,
Prix correct,17014,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2899015,1,4.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6,Essence,,
Prix correct,35250,Electrique,Professionnel,4.0,5.0,CUPRA,Born,329905,1,12.0,2022.0,170.0,,,1.0,,231.0,Euro 6d,,,4.0
Prix correct,23979,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2749515,1,3.0,2024.0,110.0,,,1.0,,150.0,,Essence,,0.0
Prix correct,46000,Essence,Particuliers,5.0,5.0,CUPRA,Formentor,26500,1,6.0,2022.0,110.0,Boîte automatique,1498.0,1.0,1458.0,150.0,,Essence,,
Pas d'information,12000,Diesel,Professionnel,,,CUPRA,Formentor,4050015,0,10.0,2024.0,110.0,Boîte automatique,1968.0,1.0,1090.0,150.0,,Diesel,,1.0
Prix correct,47528,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Leon,3099515,1,8.0,2021.0,180.0,Boîte automatique,1395.0,1.0,1717.0,245.0,Euro 6d,Essence,,32.0
Prix correct,15550,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2899015,1,4.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6,Essence,,
Bon prix,11900,Essence,Professionnel,5.0,5.0,CUPRA,Leon,294905,2,1.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,,125.0
Pas d'information,10,Essence,Professionnel,,5.0,CUPRA,Leon,4913015,0,,,221.0,Boîte automatique,1998.0,2.0,1449.0,300.0,,Essence,,1.0
Pas d'information,5000,Diesel,Professionnel,5.0,5.0,CUPRA,Formentor,3878215,0,12.0,2024.0,110.0,Boîte automatique,1968.0,1.0,1300.0,150.0,,Diesel,,
Bon prix,3613,Essence,Professionnel,5.0,5.0,CUPRA,Leon,2799515,2,2.0,2023.0,111.0,Boîte automatique,1498.0,1.0,,151.0,Euro 6,Essence,,113.0
Pas d'information,10,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3799015,0,,,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,,5.5,126.0
Pas d'information,21220,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3899015,0,1.0,2024.0,180.0,Boîte automatique,1984.0,1.0,1449.0,245.0,Euro 6,Essence,,
Pas d'information,38996,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4149015,0,6.0,2023.0,287.0,Boîte automatique,2480.0,2.0,1395.0,390.0,Euro 6,Essence,,
Pas d'information,10339,Essence,Professionnel,,5.0,CUPRA,Leon,324905,0,12.0,2023.0,180.0,Boîte automatique,1984.0,1.0,1090.0,245.0,Euro 6,Essence,,
Prix correct,34633,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3399515,1,10.0,2022.0,180.0,Boîte automatique,1395.0,1.0,1701.0,245.0,Euro 6d,Essence,,33.0
Prix correct,28332,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2899515,1,5.0,2022.0,110.0,,,1.0,,150.0,,Électrique,,43.0
Pas d'information,15000,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3649015,0,3.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,5.5,126.0
Pas d'information,53558,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Leon,2999515,0,12.0,2021.0,180.0,Boîte automatique,1395.0,1.0,1707.0,245.0,Euro 6d,Essence,,30.0
Pas d'information,3000,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3464515,0,2.0,2025.0,110.0,Boîte automatique,1498.0,1.0,1300.0,150.0,,Essence,,
Pas d'information,16793,Essence,Professionnel,5.0,5.0,CUPRA,Leon,2899015,0,4.0,2024.0,110.0,Boîte manuelle,1498.0,1.0,1090.0,150.0,Euro 6,Essence,,
Pas d'information,21000,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,349705,0,5.0,2023.0,180.0,Boîte automatique,1989.0,1.0,1254.0,245.0,,Essence,,
Prix correct,12668,Essence,Particuliers,5.0,5.0,CUPRA,Ateca,39000,1,3.0,2024.0,140.0,Boîte automatique,1984.0,1.0,1617.0,190.0,Euro 6d,Essence,7.8,177.0
Prix correct,24434,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2749515,1,3.0,2024.0,110.0,,,1.0,,150.0,,Essence,,0.0
Prix correct,5,Essence,Professionnel,,5.0,CUPRA,Formentor,3649015,1,,,110.0,Boîte automatique,1499.0,1.0,,150.0,Euro 6d,Essence,,132.0
Pas d'information,10,Essence,Professionnel,,,CUPRA,Formentor,5937815,0,,,245.0,Boîte automatique,1998.0,2.0,1449.0,333.0,,Essence,,1.0
Prix correct,43300,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2539015,1,9.0,2021.0,110.0,Boîte automatique,1498.0,1.0,,150.0,,Essence,,
Pas d'information,10,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3799015,0,,,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,,5.5,126.0
Bon prix,12852,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3349015,2,3.0,2023.0,190.0,Boîte automatique,1395.0,1.0,1680.0,258.0,Euro 6d,Essence,,27.0
Pas d'information,3500,Essence,Professionnel,5.0,5.0,CUPRA,Ateca,4349015,0,11.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6,Essence,,141.0
Prix correct,37009,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3399515,1,10.0,2021.0,180.0,Boîte automatique,1395.0,1.0,1701.0,245.0,Euro 6d,Essence,,34.0
Pas d'information,1,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4799515,0,,,150.0,Boîte automatique,1395.0,1.0,1680.0,204.0,Euro 6,Essence,,30.0
Prix correct,12200,Essence,Particuliers,5.0,5.0,CUPRA,Formentor,33000,1,4.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1458.0,150.0,,Essence,,
Pas d'information,20,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4652815,0,11.0,2024.0,245.0,Boîte automatique,1984.0,2.0,1090.0,333.0,Euro 6,Essence,,
Pas d'information,5000,Electrique,Professionnel,4.0,5.0,CUPRA,Tavascan,6499015,0,9.0,2024.0,250.0,,,2.0,,340.0,Euro 5,,,0.0
Prix correct,19637,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2649015,1,10.0,2022.0,150.0,Boîte automatique,1395.0,1.0,,204.0,Euro 6,Essence,,27.0
Prix correct,18111,Essence,Professionnel,5.0,5.0,CUPRA,Leon,2995015,1,4.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1416.0,150.0,Euro 6d,Essence,5.0,115.0
Pas d'information,14098,Essence,Professionnel,5.0,5.0,CUPRA,Leon,273905,0,4.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1090.0,150.0,,Essence,,135.0
Bon prix,10,Essence,Professionnel,5.0,5.0,CUPRA,Ateca,3899015,2,,,110.0,Boîte automatique,1498.0,1.0,1343.0,150.0,,Essence,,159.0
Pas d'information,14500,Electrique,Professionnel,,5.0,CUPRA,Born,2750015,0,7.0,2023.0,150.0,Boîte automatique,2184.0,1.0,2420.0,204.0,Euro 6,,,0.0
Pas d'information,26000,Essence,Particuliers,5.0,5.0,CUPRA,Leon,43000,0,9.0,2023.0,228.0,Boîte automatique,1984.0,2.0,1624.0,310.0,Euro 6d,Essence,7.6,
Prix correct,18052,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2749515,1,4.0,2024.0,110.0,,,1.0,,150.0,,Essence,,0.0
Pas d'information,46000,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3399015,0,8.0,2021.0,180.0,Boîte automatique,1395.0,1.0,,245.0,Euro 6d,Électrique,,33.0
Pas d'information,1589,Electrique,Professionnel,4.0,5.0,CUPRA,Tavascan,5299015,0,1.0,2025.0,210.0,,,2.0,,286.0,Euro 5,,,1.0
Prix correct,15000,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3699015,1,8.0,2024.0,110.0,Boîte automatique,1500.0,1.0,,150.0,Euro 6,Essence,,130.0
Pas d'information,12141,Essence,Particuliers,5.0,5.0,CUPRA,Formentor,31252,0,4.0,2024.0,110.0,Boîte manuelle,1498.0,1.0,1422.0,150.0,Euro 6d,Essence,5.4,123.0
Bon prix,10,Essence,Professionnel,5.0,5.0,CUPRA,Ateca,3799015,2,,,110.0,Boîte automatique,1498.0,1.0,1343.0,150.0,,Essence,,159.0
Bon prix,4190,Electrique,Professionnel,5.0,5.0,CUPRA,Born,289905,2,6.0,2022.0,150.0,,,1.0,,204.0,Euro 6d,,,0.0
Pas d'information,3665,Electrique,Particuliers,5.0,5.0,CUPRA,Tavascan,530001,0,1.0,2025.0,210.0,Boîte automatique,,2.0,1422.0,286.0,Euro 6d,Électrique,,0.0
Pas d'information,3000,Electrique,Professionnel,5.0,5.0,CUPRA,Tavascan,5264015,0,2.0,2025.0,250.0,Boîte automatique,1984.0,2.0,1300.0,340.0,Euro 6,,,0.0
Prix correct,22767,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Leon,2997015,1,7.0,2022.0,110.0,Boîte automatique,1395.0,1.0,,150.0,Euro 6d,Électrique,1.7,27.0
Bon prix,14000,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3399015,2,11.0,2023.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,5.5,126.0
Prix correct,2980,Electrique,Professionnel,5.0,5.0,CUPRA,Born,3399015,1,12.0,2022.0,150.0,Boîte automatique,,1.0,1736.0,204.0,Euro 6,Électrique,,0.0
Bon prix,5,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3613515,2,2.0,2025.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,,127.0
Pas d'information,,Essence,Professionnel,5.0,5.0,CUPRA,Terramar,4075015,0,,,110.0,Boîte automatique,1498.0,1.0,1563.0,150.0,Euro 6,Essence,,152.0
Bon prix,7,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3299015,2,10.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1447.0,150.0,Euro 6d,Essence,,115.0
Pas d'information,3500,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Ateca,4899015,0,1.0,2025.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6,Électrique,,10.0
Prix correct,28865,Electrique,Professionnel,5.0,5.0,CUPRA,Born,284905,1,6.0,2022.0,150.0,,,1.0,,204.0,Euro 5,,,0.0
Prix correct,14558,Essence,Particuliers,5.0,5.0,CUPRA,Ateca,38000,1,3.0,2024.0,140.0,Boîte automatique,1984.0,1.0,1626.0,190.0,Euro 6d,Essence,7.4,168.0
Prix correct,28057,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2749515,1,6.0,2023.0,110.0,,,1.0,,150.0,,Essence,,0.0
